gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000024456	396.6539	-0.01154069	0.06039721	0.501432	0.9833475
ENSMUSG00000024457	109.2773	0.009143617	0.06095155	0.5753506	0.9892007
ENSMUSG00000024459	4.247618	0.003131357	0.06983821	0.4638405	NA
ENSMUSG00000024462	5101.565	-0.00259398	0.03938592	0.8682739	0.9970857
ENSMUSG00000024471	2.541786	0.0005104624	0.06959375	0.9006212	NA
ENSMUSG00000024472	692.0954	0.01148187	0.05711155	0.5217414	0.9833475
ENSMUSG00000024474	445.5584	0.02022821	0.07029132	0.1969433	0.9068709
ENSMUSG00000024477	99.59004	-0.04720554	0.08766687	0.02908017	0.6886258
ENSMUSG00000024479	641.1284	-0.04167995	0.0764247	0.08935996	0.8261421
ENSMUSG00000024480	177.2272	-0.01014937	0.05754546	0.5633696	0.9863285
ENSMUSG00000024481	0.3008863	-0.0007803425	0.07795527	0.5667384	NA
ENSMUSG00000024483	765.4429	-0.007775637	0.06266059	0.6074455	0.9907391
ENSMUSG00000024485	0.321289	0.0007965635	0.07724701	0.5662039	NA
ENSMUSG00000024486	106.9199	-0.004447162	0.06132833	0.7695156	0.995925
ENSMUSG00000024487	212.6398	-0.03863632	0.07681022	0.09284997	0.8261421
ENSMUSG00000024491	484.622	-0.06669715	0.09069089	0.02879084	0.6859571
ENSMUSG00000024493	392.1023	-0.005254446	0.04986182	0.7634156	0.9958846
ENSMUSG00000024498	401.3443	0.01323813	0.04649145	0.4520485	0.9817716
ENSMUSG00000024500	647.0042	0.06674691	0.08406855	0.03578364	0.7087688
ENSMUSG00000024501	244.0317	-0.004437403	0.06521189	0.7207049	0.9945077
ENSMUSG00000024502	433.5268	-0.004536931	0.05327384	0.7937324	0.9959254
ENSMUSG00000024505	27.90633	0.003354724	0.06588519	0.770495	0.995925
ENSMUSG00000024507	353.0101	-0.01520526	0.05973025	0.4082152	0.975772
ENSMUSG00000024511	567.3927	-0.003854499	0.04391284	0.8173789	0.9959254
ENSMUSG00000024513	251.5742	0.01391707	0.06292917	0.4125534	0.975772
ENSMUSG00000024515	486.7013	-0.01387442	0.06067823	0.4347494	0.9768731
ENSMUSG00000024516	313.8308	0.003896099	0.05654691	0.8168017	0.9959254
ENSMUSG00000024517	1.284706	-0.0007831824	0.07130005	0.6958802	NA
ENSMUSG00000024518	0.5736381	0.0003424965	0.07224381	0.8363164	NA
ENSMUSG00000024519	1.513459	0.004059504	0.07049219	0.2818896	NA
ENSMUSG00000024521	4.5226	0.005696175	0.07044967	0.2187735	NA
ENSMUSG00000024524	4460.344	-0.01135021	0.06105685	0.5014842	0.9833475
ENSMUSG00000024525	17.11287	0.007627176	0.06763387	0.4765608	0.9833475
ENSMUSG00000024526	7.018632	-0.001776619	0.06892548	0.7745531	NA
ENSMUSG00000024527	414.3597	0.007935226	0.0560866	0.6487117	0.9918021
ENSMUSG00000024528	72.76448	-0.01457047	0.06673812	0.334464	0.9619518
ENSMUSG00000024529	2.230416	-0.003780984	0.06989368	0.3981274	NA
ENSMUSG00000024530	163.5861	0.004044089	0.06091034	0.7919491	0.9959254
ENSMUSG00000024533	842.8189	-0.01440073	0.0435289	0.3928077	0.9751418
ENSMUSG00000024534	80.51013	-0.01166774	0.06765156	0.3602502	0.9687761
ENSMUSG00000024535	77.51853	-0.02313128	0.07061647	0.1818146	0.8976294
ENSMUSG00000024537	73.7425	-0.01041981	0.0634328	0.5012675	0.9833475
ENSMUSG00000024538	3.926868	-0.003181418	0.06931462	0.5707668	NA
ENSMUSG00000024539	131.6577	-0.01312627	0.06723553	0.3463526	0.9666927
ENSMUSG00000024542	110.3312	-0.02423078	0.07151866	0.1638225	0.8976294
ENSMUSG00000024544	165.0719	0.002123966	0.05682328	0.898359	0.9983069
ENSMUSG00000024548	288.7847	-0.001866875	0.0594729	0.9057581	0.9983069
ENSMUSG00000024552	1.371117	-0.0022627	0.07179655	0.3480255	NA
ENSMUSG00000024553	21.47869	0.02202859	0.07889408	0.01105842	0.5890156
ENSMUSG00000024556	145.9232	0.01539352	0.05745088	0.4121241	0.975772
ENSMUSG00000024558	713.628	-0.01271202	0.06071369	0.4651274	0.9833475
ENSMUSG00000024560	149.0838	0.03517862	0.0747364	0.111013	0.8565215
ENSMUSG00000024561	145.4846	0.01450523	0.06047957	0.4205239	0.975772
ENSMUSG00000024563	215.162	-0.02727501	0.07152253	0.1570427	0.887349
ENSMUSG00000024565	40.37651	-0.004659885	0.06705418	0.6532541	0.9918021
ENSMUSG00000024566	617.3353	0.01321382	0.0477736	0.4595554	0.9833475
ENSMUSG00000024570	85.99295	-0.00975234	0.06307502	0.5286128	0.9833475
ENSMUSG00000024571	441.8112	0.02297897	0.0626217	0.2572133	0.9396027
ENSMUSG00000024575	1.104596	-0.002161166	0.07296884	0.3186391	NA
ENSMUSG00000024576	2118.051	-0.006379437	0.03906544	0.6812804	0.9926557
ENSMUSG00000024578	0.9528162	-0.0004545878	0.07064732	0.8401967	NA
ENSMUSG00000024579	60.67651	0.008534443	0.06150821	0.5920205	0.9899008
ENSMUSG00000024580	152.1626	0.01216241	0.0581265	0.4968907	0.9833475
ENSMUSG00000024581	776.6	0.003846854	0.04905629	0.8244013	0.9959254
ENSMUSG00000024583	355.0238	0.01021312	0.05476881	0.5693107	0.9876182
ENSMUSG00000024587	812.8181	0.01530854	0.0570973	0.4149875	0.975772
ENSMUSG00000024588	315.5548	0.01088016	0.04733103	0.5368399	0.9833475
ENSMUSG00000024589	1427.086	-0.05817512	0.09423537	0.01592945	0.6078106
ENSMUSG00000024590	42.79962	0.01085379	0.06821977	0.3518354	0.9678929
ENSMUSG00000024592	84.1238	-0.002716888	0.06068003	0.8590385	0.9968315
ENSMUSG00000024593	352.2924	0.0187261	0.06082073	0.3300889	0.9602183
ENSMUSG00000024594	89.79264	-0.004299847	0.06274465	0.7642146	0.9958846
ENSMUSG00000024597	1056.88	-0.03164784	0.07024621	0.1493568	0.8817938
ENSMUSG00000024598	49.57073	-0.02898872	0.07829613	0.05100645	0.759785
ENSMUSG00000024600	0.1941096	-0.0002852156	0.07585714	0.8290404	NA
ENSMUSG00000024601	219.7142	-0.001398462	0.05688683	0.9327861	0.9983069
ENSMUSG00000024603	663.778	-0.002586498	0.04575374	0.8788254	0.9971636
ENSMUSG00000024604	217.4742	-0.005385237	0.05905864	0.7408693	0.9953725
ENSMUSG00000024608	1251.85	-0.01005107	0.05697857	0.5690037	0.9876182
ENSMUSG00000024610	10.46079	0.004277552	0.06843394	0.5942512	0.9903903
ENSMUSG00000024613	126.4622	0.006168956	0.06030024	0.6987458	0.9945077
ENSMUSG00000024614	585.9987	-0.02762499	0.06825955	0.1839838	0.8976294
ENSMUSG00000024617	4242.555	-0.01437448	0.06625034	0.3489796	0.9678659
ENSMUSG00000024620	195.6414	0.009639121	0.05686022	0.5836659	0.9892007
ENSMUSG00000024621	638.2166	0.008281036	0.04393172	0.6225109	0.9918021
ENSMUSG00000024622	395.2154	0.005930971	0.047897	0.7325466	0.9947721
ENSMUSG00000024639	953.8702	-0.003404639	0.05638035	0.8395295	0.9959254
ENSMUSG00000024640	763.5886	0.005547584	0.04808948	0.7491913	0.9953725
ENSMUSG00000024642	840.0307	-0.006676608	0.05058347	0.7042983	0.9945077
ENSMUSG00000024644	167.8394	0.004718361	0.05988404	0.7663649	0.9958846
ENSMUSG00000024645	53.77811	0.01727722	0.06964351	0.2254387	0.92596
ENSMUSG00000024646	302.8391	0.0008986071	0.05689394	0.9567393	0.9983069
ENSMUSG00000024647	40.53441	0.01964494	0.0741717	0.06550919	0.8026293
ENSMUSG00000024650	12.04791	0.004215454	0.06984021	0.3809093	0.9749425
ENSMUSG00000024654	1060.778	0.01710576	0.05648851	0.3731994	0.9710376
ENSMUSG00000024658	1.386654	0.001812385	0.07104577	0.4631612	NA
ENSMUSG00000024659	4.130844	-0.0005169182	0.06958424	0.9000806	NA
ENSMUSG00000024660	47.2037	0.004886433	0.06269572	0.7355421	0.9953725
ENSMUSG00000024661	3974.425	0.002594946	0.06074542	0.8649344	0.9968315
ENSMUSG00000024663	36.72597	0.01269141	0.06868212	0.2992363	0.9540687
ENSMUSG00000024664	72.18133	0.01989726	0.06997045	0.2056126	0.9154086
ENSMUSG00000024665	282.5404	0.04328486	0.08379694	0.04754602	0.7439823
ENSMUSG00000024666	49.48203	0.006439088	0.06296365	0.6596432	0.9925851
ENSMUSG00000024667	29.56361	0.007906932	0.06749754	0.473039	0.9833475
ENSMUSG00000024668	175.9933	-0.002339096	0.054142	0.8913553	0.9983069
ENSMUSG00000024669	0.3335144	0.0001767649	0.0750161	0.8958226	NA
ENSMUSG00000024670	0.890864	9.779821e-05	0.07156634	0.9564004	NA
ENSMUSG00000024672	2.947407	0.007651862	0.09073075	0.02418581	NA
ENSMUSG00000024673	0.1922108	-0.0002498057	0.07574422	0.8500149	NA
ENSMUSG00000024675	0.04395546	0	0.07548602	1	NA
ENSMUSG00000024677	10.36627	0.004786092	0.0693532	0.4446292	0.9784469
ENSMUSG00000024678	0.02967808	0.0001546253	0.07559435	0.9065953	NA
ENSMUSG00000024679	6.607476	-0.004373473	0.07004397	0.3313358	NA
ENSMUSG00000024680	1.358845	0.001133511	0.0707759	0.6299695	NA
ENSMUSG00000024681	1.32689	-0.0004514207	0.07010763	0.8741202	NA
ENSMUSG00000024683	90.36663	0.007596954	0.05791064	0.6547175	0.9918021
ENSMUSG00000024687	569.5075	-0.02424315	0.06028443	0.2441327	0.9345905
ENSMUSG00000024691	13.68436	0.005914676	0.06918082	0.4152546	0.975772
ENSMUSG00000024695	896.1028	-0.01512483	0.05275613	0.4197695	0.975772
ENSMUSG00000024696	9.748137	-0.009517868	0.07004065	0.2318994	0.9331619
ENSMUSG00000024697	7.455073	0.003012395	0.06825845	0.7055475	NA
ENSMUSG00000024712	268.2688	0.01177283	0.05675449	0.5138906	0.9833475
ENSMUSG00000024713	82.33277	-0.009774268	0.06327903	0.5247786	0.9833475
ENSMUSG00000024725	56.68282	-0.01251793	0.06607846	0.3906941	0.9751418
ENSMUSG00000024726	88.08851	-0.01411171	0.062781	0.4096844	0.975772
ENSMUSG00000024727	5.991275	-0.002121396	0.06915597	0.7087705	NA
ENSMUSG00000024732	59.26907	0.009435313	0.06567229	0.48674	0.9833475
ENSMUSG00000024734	1.1309	0.0004149759	0.07009066	0.8851503	NA
ENSMUSG00000024735	814.2936	-0.004442009	0.05217976	0.7985852	0.9959254
ENSMUSG00000024736	842.2273	-0.001077845	0.04268879	0.9476581	0.9983069
ENSMUSG00000024737	16.54717	0.008837201	0.07045242	0.1838611	0.8976294
ENSMUSG00000024740	1820.51	-0.01143517	0.04697427	0.5156744	0.9833475
ENSMUSG00000024742	71.97997	-0.006955945	0.06296555	0.6370947	0.9918021
ENSMUSG00000024743	953.9749	-0.00531456	0.05943146	0.7419538	0.9953725
ENSMUSG00000024747	1.72711	0.000450084	0.06989503	0.8904154	NA
ENSMUSG00000024749	0.6511571	-0.001623837	0.07238159	0.4268108	NA
ENSMUSG00000024750	1065.582	-0.01675958	0.05599797	0.3813293	0.9751418
ENSMUSG00000024754	170.6429	-0.01593026	0.06084598	0.3854152	0.9751418
ENSMUSG00000024757	0.07904697	-0.0004860945	0.07657165	0.7146625	NA
ENSMUSG00000024758	3496.821	0.005826928	0.05293317	0.7389929	0.9953725
ENSMUSG00000024759	399.9225	-0.01177369	0.05789525	0.5096158	0.9833475
ENSMUSG00000024761	1.573675	-0.001385925	0.06968486	0.7280839	NA
ENSMUSG00000024764	221.6395	0.00847896	0.05607325	0.6282027	0.9918021
ENSMUSG00000024766	89.80381	-0.003015633	0.06534209	0.8018953	0.9959254
ENSMUSG00000024767	804.4816	0.02739413	0.06735621	0.1908999	0.9009775
ENSMUSG00000024769	45.86804	-0.008513723	0.06909	0.3435724	0.9656154
ENSMUSG00000024772	200.2979	0.00612148	0.06357576	0.6650678	0.9925851
ENSMUSG00000024773	308.7324	-0.004175742	0.06167774	0.7800349	0.9959254
ENSMUSG00000024774	0.4912367	0.0003815119	0.07253717	0.8132252	NA
ENSMUSG00000024776	70.67855	0.02655806	0.07027893	0.1733865	0.8976294
ENSMUSG00000024777	902.16	-0.01106411	0.05271632	0.5419616	0.9837023
ENSMUSG00000024778	6.91636	-0.003981889	0.06967063	0.4325031	NA
ENSMUSG00000024780	439.9868	0.002706915	0.04930462	0.8756878	0.9970857
ENSMUSG00000024781	86.41438	0.004750025	0.0633762	0.7341622	0.9953167
ENSMUSG00000024782	587.8531	-0.007311501	0.05329875	0.6783185	0.9925851
ENSMUSG00000024784	0.2898982	0	0.07548602	1	NA
ENSMUSG00000024785	127.3048	0.002856683	0.05305871	0.8685321	0.9970857
ENSMUSG00000024786	1.599174	0.000209281	0.07008225	0.9418207	NA
ENSMUSG00000024787	141.2847	-0.007083985	0.06131713	0.651217	0.9918021
ENSMUSG00000024789	643.5166	-0.05474711	0.08162387	0.05364866	0.7711111
ENSMUSG00000024790	46.49109	0.007475374	0.06347843	0.6075137	0.9907391
ENSMUSG00000024791	0.611541	-0.001076309	0.07241994	0.5571387	NA
ENSMUSG00000024792	85.55473	0.01538305	0.06714345	0.3121924	0.9559745
ENSMUSG00000024793	5.740616	-0.004347212	0.06986121	0.3688262	NA
ENSMUSG00000024795	8.699488	0.01116716	0.07098911	0.1403891	NA
ENSMUSG00000024797	326.4288	0.001377656	0.05083158	0.9365203	0.9983069
ENSMUSG00000024798	45.57875	0.02798205	0.07806756	0.04718653	0.7439823
ENSMUSG00000024799	62.42918	0.01387668	0.06861034	0.2877153	0.9486532
ENSMUSG00000024800	51.3871	-0.007697545	0.06579791	0.547413	0.9842256
ENSMUSG00000024805	75.9713	-0.04684531	0.08534354	0.04322095	0.7310481
ENSMUSG00000024807	137.2723	-0.01451727	0.06861557	0.2803969	0.9446048
ENSMUSG00000024810	612.5624	-0.004608088	0.05851806	0.7782058	0.9959254
ENSMUSG00000024811	1808.707	0.008299281	0.05496735	0.6377277	0.9918021
ENSMUSG00000024812	251.3784	0.05795324	0.08773005	0.03795113	0.7194277
ENSMUSG00000024816	199.7419	0.005321644	0.06316547	0.7087071	0.9945077
ENSMUSG00000024817	474.503	-0.00707543	0.05266937	0.6881669	0.993727
ENSMUSG00000024818	23.1273	0.003513911	0.06782782	0.6924521	0.9945077
ENSMUSG00000024824	57.36464	0.004534241	0.06698359	0.6638014	0.9925851
ENSMUSG00000024826	208.7805	-0.002203812	0.06037604	0.8862144	0.9978052
ENSMUSG00000024827	191.2851	0.006274461	0.06160687	0.6828311	0.9929024
ENSMUSG00000024829	90.15497	-0.007727952	0.06162578	0.6218855	0.9918021
ENSMUSG00000024830	91.62018	0.002408219	0.06459085	0.8490986	0.9965697
ENSMUSG00000024831	80.41633	-0.0005564698	0.06003254	0.971333	0.9983069
ENSMUSG00000024833	25.58386	-0.01507897	0.06922403	0.2528484	0.9373433
ENSMUSG00000024835	320.1332	0.002082359	0.05977598	0.8941964	0.9983069
ENSMUSG00000024841	97.34581	0.009759369	0.06099801	0.5533455	0.9858817
ENSMUSG00000024842	0.05645274	0.0003352368	0.07595509	0.8001814	NA
ENSMUSG00000024843	544.3413	-0.01935869	0.06395684	0.3001448	0.9540687
ENSMUSG00000024844	95.50101	0.01018925	0.06493992	0.4803642	0.9833475
ENSMUSG00000024845	114.5269	-0.009044467	0.05853883	0.5969584	0.9903903
ENSMUSG00000024846	24.30818	-0.005432901	0.06676462	0.6208014	0.9918021
ENSMUSG00000024847	218.8586	0.01468887	0.06037232	0.4167911	0.975772
ENSMUSG00000024851	988.882	0.08936553	0.09700627	0.01389881	0.6002293
ENSMUSG00000024853	1215.283	0.01571822	0.05574954	0.4064872	0.975772
ENSMUSG00000024854	36.53085	0.003915008	0.06465135	0.7601622	0.9958846
ENSMUSG00000024855	345.8734	-0.02037238	0.06731375	0.2507586	0.9358582
ENSMUSG00000024856	62.38397	0.006826656	0.06369127	0.6315533	0.9918021
ENSMUSG00000024858	635.9506	-0.02325617	0.0723609	0.1475421	0.8817938
ENSMUSG00000024862	562.0637	0.02266802	0.06617198	0.2404672	0.9345905
ENSMUSG00000024863	0.3036826	-0.0002189886	0.07541446	0.8695141	NA
ENSMUSG00000024866	4.255525	0.005514953	0.06988255	0.3128349	NA
ENSMUSG00000024867	49.22504	0.02181968	0.07548359	0.04835048	0.7456457
ENSMUSG00000024868	0.2161329	-0.0002866984	0.07586104	0.8281712	NA
ENSMUSG00000024869	42.43675	-0.002547019	0.06619931	0.8169344	0.9959254
ENSMUSG00000024870	486.0073	-0.003113286	0.04623656	0.8550551	0.9967687
ENSMUSG00000024871	17.64187	0.009293982	0.06840722	0.3767902	0.9731854
ENSMUSG00000024873	510.0342	0.04069802	0.07866402	0.08025454	0.809914
ENSMUSG00000024875	69.26129	-0.0229732	0.06933891	0.2025604	0.9120428
ENSMUSG00000024878	79.65208	0.02268857	0.06884092	0.2112088	0.9182633
ENSMUSG00000024883	555.9738	-0.01930846	0.06817637	0.2466574	0.9345905
ENSMUSG00000024885	32.52754	0.01583223	0.06788997	0.2876851	0.9486532
ENSMUSG00000024887	141.3603	0.02036682	0.06493828	0.277667	0.9418056
ENSMUSG00000024889	82.81054	-0.001712248	0.05795611	0.9163177	0.9983069
ENSMUSG00000024891	38.82379	0.008497883	0.06705372	0.4720842	0.9833475
ENSMUSG00000024892	530.5204	-0.003370592	0.05553398	0.8426278	0.9959254
ENSMUSG00000024896	335.2532	-0.005177228	0.04674649	0.7631889	0.9958846
ENSMUSG00000024897	770.9907	0.02282632	0.06171107	0.2619354	0.9407565
ENSMUSG00000024899	145.1003	0.003283801	0.06302244	0.8145694	0.9959254
ENSMUSG00000024900	201.7471	-0.02212242	0.06242911	0.2695085	0.9418056
ENSMUSG00000024901	121.2312	0.01400824	0.06214012	0.4188914	0.975772
ENSMUSG00000024902	190.3139	-0.0007480584	0.05799809	0.9632859	0.9983069
ENSMUSG00000024903	0.08294461	-0.0005010964	0.07663084	0.7065147	NA
ENSMUSG00000024905	0.6871595	0.001925589	0.07347772	0.3397676	NA
ENSMUSG00000024906	137.801	0.002010763	0.05340283	0.9068892	0.9983069
ENSMUSG00000024907	1.980099	-0.0004781424	0.07126115	0.8053828	NA
ENSMUSG00000024908	732.6854	-0.0164609	0.05488603	0.3881883	0.9751418
ENSMUSG00000024909	40.79361	0.002262678	0.06613543	0.837604	0.9959254
ENSMUSG00000024910	0.09320496	0.0003921241	0.07612275	0.7677185	NA
ENSMUSG00000024911	119.5999	0.01144292	0.05896994	0.5142717	0.9833475
ENSMUSG00000024912	0.7009811	-0.0002859827	0.07585916	0.8285907	NA
ENSMUSG00000024913	45.68316	-0.004290712	0.06595318	0.7118856	0.9945077
ENSMUSG00000024914	309.8281	0.00899326	0.05685031	0.6066862	0.9907391
ENSMUSG00000024921	1112.009	0.008420505	0.06050834	0.6059536	0.9907391
ENSMUSG00000024922	0.02967808	0.0001546253	0.07559435	0.9065953	NA
ENSMUSG00000024924	1252.101	-0.01636665	0.05046691	0.3796411	0.9741099
ENSMUSG00000024925	47.63571	-0.004142816	0.066465	0.7062237	0.9945077
ENSMUSG00000024926	231.1848	0.005300701	0.05648573	0.7548753	0.9955018
ENSMUSG00000024927	88.80745	0.02659962	0.07396097	0.1217549	0.8633065
ENSMUSG00000024935	757.5338	-0.01378375	0.05644596	0.4561292	0.9833475
ENSMUSG00000024936	1.843218	-0.001879698	0.07040264	0.5175274	NA
ENSMUSG00000024937	174.189	-0.001279629	0.05681476	0.9385378	0.9983069
ENSMUSG00000024939	49.50952	-0.01775284	0.07258971	0.1099383	0.8565215
ENSMUSG00000024940	127.1759	-0.0005026923	0.06439286	0.9684354	0.9983069
ENSMUSG00000024941	325.8728	0.01448934	0.05946505	0.4269251	0.975772
ENSMUSG00000024942	79.46861	-0.02311434	0.07156512	0.1642364	0.8976294
ENSMUSG00000024943	366.2296	-0.01866563	0.05854656	0.337962	0.9632168
ENSMUSG00000024944	207.0578	0.006135346	0.05731427	0.7165893	0.9945077
ENSMUSG00000024947	289.1296	-0.008133115	0.05526463	0.6433582	0.9918021
ENSMUSG00000024948	353.0787	-0.0001007778	0.06124922	0.994598	0.9995253
ENSMUSG00000024949	557.6006	-0.001926481	0.05906349	0.9037451	0.9983069
ENSMUSG00000024952	276.4847	-0.01098952	0.05626073	0.5401433	0.9837023
ENSMUSG00000024953	508.3053	-0.01132171	0.05558165	0.531089	0.9833475
ENSMUSG00000024955	171.0495	-0.001620553	0.06196805	0.9111566	0.9983069
ENSMUSG00000024957	4.402961	0.0009337314	0.06964188	0.8156784	NA
ENSMUSG00000024958	170.9113	0.006663301	0.05501433	0.7016317	0.9945077
ENSMUSG00000024959	89.21946	-0.001020409	0.06303788	0.9410387	0.9983069
ENSMUSG00000024960	88.81719	0.01952529	0.06773957	0.2523469	0.9373433
ENSMUSG00000024962	104.8303	0.02507718	0.07478592	0.09850037	0.8330444
ENSMUSG00000024963	38.30781	-0.005423853	0.06493523	0.6740738	0.9925851
ENSMUSG00000024965	24.22578	0.009085214	0.06812848	0.399438	0.975772
ENSMUSG00000024966	624.3276	0.03545552	0.0769929	0.09325127	0.8261421
ENSMUSG00000024968	31.66334	0.006556468	0.06749564	0.529882	0.9833475
ENSMUSG00000024969	581.0691	-0.02037632	0.07130929	0.1707035	0.8976294
ENSMUSG00000024970	114.4393	0.009699761	0.06196441	0.5450984	0.9837023
ENSMUSG00000024972	7.475433	-0.002062536	0.06886596	0.7477648	NA
ENSMUSG00000024973	1.126345	-0.0005583533	0.07401083	0.7075624	NA
ENSMUSG00000024974	518.5551	0.06737289	0.08886471	0.03108038	0.6924248
ENSMUSG00000024975	446.0419	0.03405352	0.07484106	0.1120397	0.8572049
ENSMUSG00000024976	463.0292	-0.02598773	0.06465127	0.2153029	0.9186468
ENSMUSG00000024978	467.8347	0.003589711	0.04955929	0.8360893	0.9959254
ENSMUSG00000024979	2.366537	-0.0005207695	0.07008867	0.8570592	NA
ENSMUSG00000024981	255.0511	-0.0002468844	0.05896222	0.9876237	0.9987212
ENSMUSG00000024982	128.6052	0.0118264	0.05802501	0.507435	0.9833475
ENSMUSG00000024983	238.6133	0.07527735	0.09480018	0.02014124	0.6416303
ENSMUSG00000024985	31.51512	-0.007762035	0.06837922	0.4242914	0.975772
ENSMUSG00000024986	4.387077	0.007885096	0.07024692	0.2125394	NA
ENSMUSG00000024987	0.3899014	-7.502679e-05	0.07179094	0.9653461	NA
ENSMUSG00000024989	1.552702	-0.001416584	0.07032459	0.6141129	NA
ENSMUSG00000024990	33.78015	-0.004321426	0.06489838	0.733266	0.9949449
ENSMUSG00000024991	993.9807	0.0932743	0.10220433	0.009716464	0.5784415
ENSMUSG00000024992	0.6453314	-0.001632613	0.07964694	0.3088166	NA
ENSMUSG00000024993	245.8138	-0.001407206	0.05603	0.9331578	0.9983069
ENSMUSG00000024997	379.9923	-0.006943051	0.05613754	0.687494	0.9935514
ENSMUSG00000024998	434.9881	0.0216265	0.06164124	0.279391	0.9434325
ENSMUSG00000024999	94.43158	0.005552659	0.06088814	0.7213979	0.9945077
ENSMUSG00000025001	30.68543	-0.01686827	0.07339365	0.06180992	0.7919027
ENSMUSG00000025006	325.6555	-0.001562896	0.05834761	0.9229743	0.9983069
ENSMUSG00000025007	153.3971	-0.01403973	0.0623104	0.4164217	0.975772
ENSMUSG00000025008	170.5179	-0.004097077	0.05894664	0.7998136	0.9959254
ENSMUSG00000025010	56.45028	0.05743272	0.09445729	0.014069	0.6002293
ENSMUSG00000025013	4.280467	0.001009898	0.06917079	0.8519308	NA
ENSMUSG00000025016	1564.057	-0.009954899	0.05367454	0.5795466	0.9892007
ENSMUSG00000025017	16.12324	-0.002704267	0.06725357	0.778522	0.9959254
ENSMUSG00000025019	330.146	-0.03588143	0.07146469	0.1246923	0.8648222
ENSMUSG00000025020	229.5193	0.01639849	0.06862321	0.2617916	0.9407565
ENSMUSG00000025024	122.2634	0.005429934	0.06120264	0.7243816	0.9945077
ENSMUSG00000025025	367.5459	-0.007309798	0.05719187	0.6691878	0.9925851
ENSMUSG00000025026	986.9574	-0.006123678	0.04672749	0.7222262	0.9945077
ENSMUSG00000025027	208.0303	0.00184378	0.05649847	0.9120445	0.9983069
ENSMUSG00000025034	345.8389	0.02810617	0.07246985	0.1439582	0.8817938
ENSMUSG00000025035	249.1308	0.02782551	0.06786592	0.18492	0.8976294
ENSMUSG00000025036	50.10447	-0.001955619	0.06253457	0.8904067	0.9983069
ENSMUSG00000025037	265.0498	-0.001929483	0.05109997	0.911242	0.9983069
ENSMUSG00000025038	22.73991	-0.009041996	0.06725404	0.4450641	0.9784469
ENSMUSG00000025040	250.0201	-0.01755722	0.06207406	0.3445614	0.9656154
ENSMUSG00000025041	440.2511	-0.001934754	0.05152045	0.9109595	0.9983069
ENSMUSG00000025044	0.9322685	-0.002820891	0.07506106	0.2054257	NA
